Date,Time,DateTime,Height,Tide_Type,Station_Code,Station_Name,Year
24/5/2022,6:39,24/5/2022 6:39,1.63,高潮 (High Tide),CCH,Cheung Chau (長洲),2022
24/5/2022,6:39,24/5/2022 6:39,1.63,高潮 (High Tide),KCT,Kwai Chung (葵涌),2022
24/5/2022,6:49,24/5/2022 6:49,1.65,高潮 (High Tide),MWC,Ma Wan (馬灣),2022
24/5/2022,6:52,24/5/2022 6:52,1.64,高潮 (High Tide),SPW,Shek Pik (石壁),2022
24/5/2022,7:08,24/5/2022 7:08,1.74,高潮 (High Tide),TAO,Tai O (大澳),2022
24/5/2022,7:17,24/5/2022 7:17,1.73,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2022
24/5/2022,12:12,24/5/2022 12:12,1.29,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
24/5/2022,16:31,24/5/2022 16:31,1.97,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2022
24/5/2022,16:33,24/5/2022 16:33,1.83,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2022
24/5/2022,16:36,24/5/2022 16:36,1.9,高潮 (High Tide),CCH,Cheung Chau (長洲),2022
24/5/2022,16:36,24/5/2022 16:36,1.92,高潮 (High Tide),SPW,Shek Pik (石壁),2022
24/5/2022,16:37,24/5/2022 16:37,1.92,高潮 (High Tide),KCT,Kwai Chung (葵涌),2022
24/5/2022,16:40,24/5/2022 16:40,1.86,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2022
24/5/2022,16:41,24/5/2022 16:41,1.85,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2022
24/5/2022,16:47,24/5/2022 16:47,1.94,高潮 (High Tide),MWC,Ma Wan (馬灣),2022
24/5/2022,16:56,24/5/2022 16:56,1.99,高潮 (High Tide),TAO,Tai O (大澳),2022
24/5/2022,17:10,24/5/2022 17:10,1.99,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2022
24/5/2022,17:20,24/5/2022 17:20,1.89,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2022
24/5/2022,17:36,24/5/2022 17:36,2.08,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
24/5/2022,22:59,24/5/2022 22:59,0.71,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2022
24/5/2022,23:22,24/5/2022 23:22,0.7,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2022
24/5/2022,23:22,24/5/2022 23:22,0.86,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2022
24/5/2022,23:31,24/5/2022 23:31,0.7,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2022
24/5/2022,23:36,24/5/2022 23:36,0.68,低潮 (Low Tide),CCH,Cheung Chau (長洲),2022
24/5/2022,23:37,24/5/2022 23:37,0.68,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2022
24/5/2022,23:42,24/5/2022 23:42,0.74,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2022
24/5/2022,23:45,24/5/2022 23:45,0.62,低潮 (Low Tide),SPW,Shek Pik (石壁),2022
24/5/2022,23:53,24/5/2022 23:53,0.65,低潮 (Low Tide),MWC,Ma Wan (馬灣),2022
25/5/2022,0:01,25/5/2022 0:01,0.57,低潮 (Low Tide),TAO,Tai O (大澳),2022
25/5/2022,0:22,25/5/2022 0:22,0.57,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2022
25/5/2022,1:08,25/5/2022 1:08,0.37,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
25/5/2022,6:26,25/5/2022 6:26,1.66,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2022
25/5/2022,6:50,25/5/2022 6:50,1.63,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2022
25/5/2022,6:51,25/5/2022 6:51,1.79,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2022
25/5/2022,6:56,25/5/2022 6:56,1.68,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2022
25/5/2022,7:00,25/5/2022 7:00,1.73,高潮 (High Tide),KCT,Kwai Chung (葵涌),2022
25/5/2022,7:02,25/5/2022 7:02,1.73,高潮 (High Tide),CCH,Cheung Chau (長洲),2022
25/5/2022,7:05,25/5/2022 7:05,1.68,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2022
25/5/2022,7:11,25/5/2022 7:11,1.75,高潮 (High Tide),MWC,Ma Wan (馬灣),2022
25/5/2022,7:17,25/5/2022 7:17,1.73,高潮 (High Tide),SPW,Shek Pik (石壁),2022
25/5/2022,12:22,25/5/2022 12:22,1.16,低潮 (Low Tide),TAO,Tai O (大澳),2022
25/5/2022,12:41,25/5/2022 12:41,1.18,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2022
25/5/2022,13:29,25/5/2022 13:29,1.05,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
25/5/2022,17:45,25/5/2022 17:45,1.84,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2022
25/5/2022,17:46,25/5/2022 17:46,1.7,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2022
25/5/2022,17:52,25/5/2022 17:52,1.72,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2022
25/5/2022,17:53,25/5/2022 17:53,1.78,高潮 (High Tide),CCH,Cheung Chau (長洲),2022
25/5/2022,17:54,25/5/2022 17:54,1.74,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2022
25/5/2022,17:54,25/5/2022 17:54,1.79,高潮 (High Tide),SPW,Shek Pik (石壁),2022
25/5/2022,17:55,25/5/2022 17:55,1.8,高潮 (High Tide),KCT,Kwai Chung (葵涌),2022
25/5/2022,18:01,25/5/2022 18:01,1.81,高潮 (High Tide),MWC,Ma Wan (馬灣),2022
25/5/2022,18:17,25/5/2022 18:17,1.88,高潮 (High Tide),TAO,Tai O (大澳),2022
25/5/2022,18:25,25/5/2022 18:25,1.88,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2022
25/5/2022,18:31,25/5/2022 18:31,1.76,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2022
25/5/2022,18:51,25/5/2022 18:51,1.99,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
25/5/2022,23:48,25/5/2022 23:48,0.77,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2022
26/5/2022,0:01,26/5/2022 0:01,0.94,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2022
26/5/2022,0:02,26/5/2022 0:02,0.78,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2022
26/5/2022,0:11,26/5/2022 0:11,0.78,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2022
26/5/2022,0:18,26/5/2022 0:18,0.77,低潮 (Low Tide),CCH,Cheung Chau (長洲),2022
26/5/2022,0:19,26/5/2022 0:19,0.77,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2022
26/5/2022,0:29,26/5/2022 0:29,0.81,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2022
26/5/2022,0:30,26/5/2022 0:30,0.72,低潮 (Low Tide),SPW,Shek Pik (石壁),2022
26/5/2022,0:34,26/5/2022 0:34,0.75,低潮 (Low Tide),MWC,Ma Wan (馬灣),2022
26/5/2022,0:48,26/5/2022 0:48,0.67,低潮 (Low Tide),TAO,Tai O (大澳),2022
26/5/2022,1:07,26/5/2022 1:07,0.67,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2022
26/5/2022,1:58,26/5/2022 1:58,0.48,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
26/5/2022,7:05,26/5/2022 7:05,1.78,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2022
26/5/2022,12:30,26/5/2022 12:30,1.06,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2022
26/5/2022,12:31,26/5/2022 12:31,1.21,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2022
26/5/2022,12:40,26/5/2022 12:40,1.05,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2022
26/5/2022,12:49,26/5/2022 12:49,1.04,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2022
26/5/2022,12:51,26/5/2022 12:51,1.04,低潮 (Low Tide),CCH,Cheung Chau (長洲),2022
26/5/2022,12:56,26/5/2022 12:56,1.07,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2022
26/5/2022,13:03,26/5/2022 13:03,0.99,低潮 (Low Tide),SPW,Shek Pik (石壁),2022
26/5/2022,13:06,26/5/2022 13:06,1.03,低潮 (Low Tide),MWC,Ma Wan (馬灣),2022
26/5/2022,13:23,26/5/2022 13:23,0.94,低潮 (Low Tide),TAO,Tai O (大澳),2022
26/5/2022,13:43,26/5/2022 13:43,0.96,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2022
26/5/2022,14:31,26/5/2022 14:31,0.79,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
26/5/2022,18:54,26/5/2022 18:54,1.59,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2022
26/5/2022,18:54,26/5/2022 18:54,1.74,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2022
26/5/2022,18:58,26/5/2022 18:58,1.62,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2022
26/5/2022,19:00,26/5/2022 19:00,1.68,高潮 (High Tide),CCH,Cheung Chau (長洲),2022
26/5/2022,19:00,26/5/2022 19:00,1.7,高潮 (High Tide),KCT,Kwai Chung (葵涌),2022
26/5/2022,19:01,26/5/2022 19:01,1.63,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2022
26/5/2022,19:04,26/5/2022 19:04,1.69,高潮 (High Tide),SPW,Shek Pik (石壁),2022
26/5/2022,19:08,26/5/2022 19:08,1.71,高潮 (High Tide),MWC,Ma Wan (馬灣),2022
26/5/2022,19:27,26/5/2022 19:27,1.78,高潮 (High Tide),TAO,Tai O (大澳),2022
26/5/2022,19:29,26/5/2022 19:29,1.78,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2022
26/5/2022,19:37,26/5/2022 19:37,1.65,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2022
26/5/2022,19:48,26/5/2022 19:48,1.91,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
27/5/2022,0:31,27/5/2022 0:31,0.84,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2022
27/5/2022,0:36,27/5/2022 0:36,1.02,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2022
27/5/2022,0:37,27/5/2022 0:37,0.86,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2022
27/5/2022,0:46,27/5/2022 0:46,0.87,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2022
27/5/2022,0:54,27/5/2022 0:54,0.87,低潮 (Low Tide),CCH,Cheung Chau (長洲),2022
27/5/2022,0:55,27/5/2022 0:55,0.86,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2022
27/5/2022,1:07,27/5/2022 1:07,0.81,低潮 (Low Tide),SPW,Shek Pik (石壁),2022
27/5/2022,1:08,27/5/2022 1:08,0.85,低潮 (Low Tide),MWC,Ma Wan (馬灣),2022
27/5/2022,1:12,27/5/2022 1:12,0.86,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2022
27/5/2022,1:27,27/5/2022 1:27,0.77,低潮 (Low Tide),TAO,Tai O (大澳),2022
27/5/2022,1:43,27/5/2022 1:43,0.78,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2022
27/5/2022,2:40,27/5/2022 2:40,0.61,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
27/5/2022,13:13,27/5/2022 13:13,0.84,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2022
27/5/2022,13:25,27/5/2022 13:25,0.87,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2022
27/5/2022,13:26,27/5/2022 13:26,1.03,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2022
27/5/2022,13:33,27/5/2022 13:33,0.87,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2022
27/5/2022,13:40,27/5/2022 13:40,0.86,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2022
27/5/2022,13:42,27/5/2022 13:42,0.84,低潮 (Low Tide),CCH,Cheung Chau (長洲),2022
27/5/2022,13:54,27/5/2022 13:54,0.79,低潮 (Low Tide),SPW,Shek Pik (石壁),2022
27/5/2022,13:54,27/5/2022 13:54,0.88,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2022
27/5/2022,13:57,27/5/2022 13:57,0.84,低潮 (Low Tide),MWC,Ma Wan (馬灣),2022
27/5/2022,14:14,27/5/2022 14:14,0.72,低潮 (Low Tide),TAO,Tai O (大澳),2022
27/5/2022,14:36,27/5/2022 14:36,0.75,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2022
27/5/2022,15:25,27/5/2022 15:25,0.57,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
27/5/2022,19:57,27/5/2022 19:57,1.62,高潮 (High Tide),KCT,Kwai Chung (葵涌),2022
27/5/2022,19:57,27/5/2022 19:57,1.53,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2022
27/5/2022,19:57,27/5/2022 19:57,1.5,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2022
27/5/2022,19:57,27/5/2022 19:57,1.65,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2022
27/5/2022,19:58,27/5/2022 19:58,1.6,高潮 (High Tide),CCH,Cheung Chau (長洲),2022
27/5/2022,20:00,27/5/2022 20:00,1.55,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2022
27/5/2022,20:07,27/5/2022 20:07,1.63,高潮 (High Tide),MWC,Ma Wan (馬灣),2022
27/5/2022,20:07,27/5/2022 20:07,1.61,高潮 (High Tide),SPW,Shek Pik (石壁),2022
27/5/2022,20:29,27/5/2022 20:29,1.71,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2022
27/5/2022,20:30,27/5/2022 20:30,1.7,高潮 (High Tide),TAO,Tai O (大澳),2022
27/5/2022,20:33,27/5/2022 20:33,1.56,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2022
27/5/2022,20:43,27/5/2022 20:43,1.83,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
28/5/2022,1:08,28/5/2022 1:08,1.09,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2022
28/5/2022,1:09,28/5/2022 1:09,0.93,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2022
28/5/2022,1:11,28/5/2022 1:11,0.9,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2022
28/5/2022,1:18,28/5/2022 1:18,0.94,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2022
28/5/2022,1:25,28/5/2022 1:25,0.95,低潮 (Low Tide),CCH,Cheung Chau (長洲),2022
28/5/2022,1:28,28/5/2022 1:28,0.94,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2022
28/5/2022,1:38,28/5/2022 1:38,0.94,低潮 (Low Tide),MWC,Ma Wan (馬灣),2022
28/5/2022,1:39,28/5/2022 1:39,0.91,低潮 (Low Tide),SPW,Shek Pik (石壁),2022
28/5/2022,1:51,28/5/2022 1:51,0.93,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2022
28/5/2022,2:00,28/5/2022 2:00,0.86,低潮 (Low Tide),TAO,Tai O (大澳),2022
28/5/2022,2:14,28/5/2022 2:14,0.88,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2022
28/5/2022,3:14,28/5/2022 3:14,0.73,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
28/5/2022,14:03,28/5/2022 14:03,0.67,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2022
28/5/2022,14:13,28/5/2022 14:13,0.71,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2022
28/5/2022,14:14,28/5/2022 14:14,0.87,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2022
28/5/2022,14:21,28/5/2022 14:21,0.71,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2022
28/5/2022,14:26,28/5/2022 14:26,0.69,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2022
28/5/2022,14:28,28/5/2022 14:28,0.68,低潮 (Low Tide),CCH,Cheung Chau (長洲),2022
28/5/2022,14:40,28/5/2022 14:40,0.61,低潮 (Low Tide),SPW,Shek Pik (石壁),2022
28/5/2022,14:43,28/5/2022 14:43,0.72,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2022
28/5/2022,14:45,28/5/2022 14:45,0.67,低潮 (Low Tide),MWC,Ma Wan (馬灣),2022
28/5/2022,14:59,28/5/2022 14:59,0.54,低潮 (Low Tide),TAO,Tai O (大澳),2022
28/5/2022,15:24,28/5/2022 15:24,0.57,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2022
28/5/2022,16:16,28/5/2022 16:16,0.4,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
28/5/2022,20:48,28/5/2022 20:48,1.48,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2022
28/5/2022,20:51,28/5/2022 20:51,1.55,高潮 (High Tide),KCT,Kwai Chung (葵涌),2022
28/5/2022,20:53,28/5/2022 20:53,1.53,高潮 (High Tide),CCH,Cheung Chau (長洲),2022
28/5/2022,20:54,28/5/2022 20:54,1.43,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2022
28/5/2022,20:55,28/5/2022 20:55,1.49,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2022
28/5/2022,20:55,28/5/2022 20:55,1.58,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2022
28/5/2022,21:02,28/5/2022 21:02,1.57,高潮 (High Tide),MWC,Ma Wan (馬灣),2022
28/5/2022,21:05,28/5/2022 21:05,1.55,高潮 (High Tide),SPW,Shek Pik (石壁),2022
28/5/2022,21:21,28/5/2022 21:21,1.5,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2022
28/5/2022,21:26,28/5/2022 21:26,1.64,高潮 (High Tide),TAO,Tai O (大澳),2022
28/5/2022,21:27,28/5/2022 21:27,1.64,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2022
28/5/2022,21:40,28/5/2022 21:40,1.76,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
29/5/2022,1:35,29/5/2022 1:35,1.16,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2022
29/5/2022,1:37,29/5/2022 1:37,1,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2022
29/5/2022,1:45,29/5/2022 1:45,0.98,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2022
29/5/2022,1:46,29/5/2022 1:46,1.02,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2022
29/5/2022,1:53,29/5/2022 1:53,1.03,低潮 (Low Tide),CCH,Cheung Chau (長洲),2022
29/5/2022,1:57,29/5/2022 1:57,1.02,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2022
29/5/2022,2:06,29/5/2022 2:06,1.02,低潮 (Low Tide),MWC,Ma Wan (馬灣),2022
29/5/2022,2:07,29/5/2022 2:07,1,低潮 (Low Tide),SPW,Shek Pik (石壁),2022
29/5/2022,2:28,29/5/2022 2:28,0.99,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2022
29/5/2022,2:30,29/5/2022 2:30,0.96,低潮 (Low Tide),TAO,Tai O (大澳),2022
29/5/2022,2:41,29/5/2022 2:41,0.97,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2022
29/5/2022,3:39,29/5/2022 3:39,0.84,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
29/5/2022,14:48,29/5/2022 14:48,0.54,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2022
29/5/2022,14:58,29/5/2022 14:58,0.58,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2022
29/5/2022,14:59,29/5/2022 14:59,0.74,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2022
29/5/2022,15:05,29/5/2022 15:05,0.58,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2022
29/5/2022,15:10,29/5/2022 15:10,0.57,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2022
29/5/2022,15:11,29/5/2022 15:11,0.54,低潮 (Low Tide),CCH,Cheung Chau (長洲),2022
29/5/2022,15:22,29/5/2022 15:22,0.47,低潮 (Low Tide),SPW,Shek Pik (石壁),2022
29/5/2022,15:28,29/5/2022 15:28,0.6,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2022
29/5/2022,15:30,29/5/2022 15:30,0.55,低潮 (Low Tide),MWC,Ma Wan (馬灣),2022
29/5/2022,15:40,29/5/2022 15:40,0.4,低潮 (Low Tide),TAO,Tai O (大澳),2022
29/5/2022,16:09,29/5/2022 16:09,0.44,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2022
29/5/2022,17:04,29/5/2022 17:04,0.29,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
29/5/2022,21:33,29/5/2022 21:33,1.43,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2022
29/5/2022,21:43,29/5/2022 21:43,1.5,高潮 (High Tide),KCT,Kwai Chung (葵涌),2022
29/5/2022,21:44,29/5/2022 21:44,1.48,低潮 (Low Tide),CCH,Cheung Chau (長洲),2022
29/5/2022,21:45,29/5/2022 21:45,1.44,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2022
29/5/2022,21:45,29/5/2022 21:45,1.38,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2022
29/5/2022,21:45,29/5/2022 21:45,1.53,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2022
29/5/2022,21:53,29/5/2022 21:53,1.52,高潮 (High Tide),MWC,Ma Wan (馬灣),2022
29/5/2022,21:56,29/5/2022 21:56,1.5,高潮 (High Tide),SPW,Shek Pik (石壁),2022
29/5/2022,22:05,29/5/2022 22:05,1.45,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2022
29/5/2022,22:15,29/5/2022 22:15,1.6,高潮 (High Tide),TAO,Tai O (大澳),2022
29/5/2022,22:22,29/5/2022 22:22,1.6,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2022
29/5/2022,22:37,29/5/2022 22:37,1.72,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
30/5/2022,1:57,30/5/2022 1:57,1.22,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2022
30/5/2022,2:00,30/5/2022 2:00,1.06,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2022
30/5/2022,2:11,30/5/2022 2:11,1.05,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2022
30/5/2022,2:11,30/5/2022 2:11,1.08,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2022
30/5/2022,2:17,30/5/2022 2:17,1.1,低潮 (Low Tide),CCH,Cheung Chau (長洲),2022
30/5/2022,2:24,30/5/2022 2:24,1.09,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2022
30/5/2022,2:31,30/5/2022 2:31,1.08,低潮 (Low Tide),SPW,Shek Pik (石壁),2022
30/5/2022,2:32,30/5/2022 2:32,1.09,低潮 (Low Tide),MWC,Ma Wan (馬灣),2022
30/5/2022,2:56,30/5/2022 2:56,1.04,低潮 (Low Tide),TAO,Tai O (大澳),2022
30/5/2022,2:58,30/5/2022 2:58,1.06,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2022
30/5/2022,3:05,30/5/2022 3:05,1.05,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2022
30/5/2022,3:57,30/5/2022 3:57,0.91,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
30/5/2022,15:30,30/5/2022 15:30,0.47,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2022
30/5/2022,15:41,30/5/2022 15:41,0.5,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2022
30/5/2022,15:42,30/5/2022 15:42,0.65,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2022
30/5/2022,15:48,30/5/2022 15:48,0.5,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2022
30/5/2022,15:52,30/5/2022 15:52,0.49,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2022
30/5/2022,15:53,30/5/2022 15:53,0.45,低潮 (Low Tide),CCH,Cheung Chau (長洲),2022
30/5/2022,16:02,30/5/2022 16:02,0.38,低潮 (Low Tide),SPW,Shek Pik (石壁),2022
30/5/2022,16:11,30/5/2022 16:11,0.52,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2022
30/5/2022,16:14,30/5/2022 16:14,0.46,低潮 (Low Tide),MWC,Ma Wan (馬灣),2022
30/5/2022,16:20,30/5/2022 16:20,0.31,低潮 (Low Tide),TAO,Tai O (大澳),2022
30/5/2022,16:52,30/5/2022 16:52,0.35,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2022
30/5/2022,17:51,30/5/2022 17:51,0.24,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
30/5/2022,22:14,30/5/2022 22:14,1.4,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2022
30/5/2022,22:29,30/5/2022 22:29,1.49,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2022
30/5/2022,22:30,30/5/2022 22:30,1.34,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2022
30/5/2022,22:31,30/5/2022 22:31,1.39,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2022
30/5/2022,22:32,30/5/2022 22:32,1.46,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2022
30/5/2022,22:33,30/5/2022 22:33,1.44,低潮 (Low Tide),CCH,Cheung Chau (長洲),2022
30/5/2022,22:42,30/5/2022 22:42,1.48,低潮 (Low Tide),MWC,Ma Wan (馬灣),2022
30/5/2022,22:42,30/5/2022 22:42,1.46,低潮 (Low Tide),SPW,Shek Pik (石壁),2022
30/5/2022,22:46,30/5/2022 22:46,1.42,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2022
30/5/2022,23:00,30/5/2022 23:00,1.56,高潮 (High Tide),TAO,Tai O (大澳),2022
30/5/2022,23:11,30/5/2022 23:11,1.56,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2022
30/5/2022,23:29,30/5/2022 23:29,1.7,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2022
31/5/2022,2:13,31/5/2022 2:13,1.26,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2022
31/5/2022,2:17,31/5/2022 2:17,1.11,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2022
31/5/2022,2:22,31/5/2022 2:22,1.1,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2022
31/5/2022,2:30,31/5/2022 2:30,1.13,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2022
31/5/2022,2:37,31/5/2022 2:37,1.15,低潮 (Low Tide),CCH,Cheung Chau (長洲),2022
31/5/2022,2:48,31/5/2022 2:48,1.15,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2022
31/5/2022,2:51,31/5/2022 2:51,1.14,低潮 (Low Tide),SPW,Shek Pik (石壁),2022
31/5/2022,2:57,31/5/2022 2:57,1.14,低潮 (Low Tide),MWC,Ma Wan (馬灣),2022
